Reachable,0.0
Reachable,0.0
Reachable,0.0
Reachable,0.324
Reachable,0.29754
Reachable,0.2897
Reachable,0.34
Reachable,0.3783
Reachable,0.3387
Reachable,0.3525
Reachable,0.33476
Reachable,0.3442798
Reachable,0.35089
Reachable,0.355087
Reachable,0.35507
Reachable,0.36094
Reachable,0.392182
Reachable,0.4154
Reachable,0.423
Reachable,0.486
Reachable,0.49834
Reachable,0.513
Reachable,0.5453
Reachable,0.5755
Reachable,0.5923
Reachable,0.621
Reachable,0.6134
Reachable,0.66
Reachable,0.69
Reachable,0.7187
Reachable,0.88137
Reachable,0.8932876
Reachable,0.924
Reachable,0.92384
Reachable,0.9213
Reachable,0.943
Reachable,0.95456
Reachable,0.9653
Reachable,0.92376
Reachable,0.9847
Reachable,0.9648
Reachable,0.986394
Reachable,0.9378
Reachable,0.94948
Reachable,0.95638
Reachable,0.96757
Reachable,0.976537
