Graspable,0.612
Graspable,0.6241
Graspable,0.62398
Graspable,0.69435
Graspable,0.6932
Graspable,0.6999
Graspable,0.71
Graspable,0.712
Graspable,0.7245
Graspable,0.727
Graspable,0.72942
Graspable,0.71523
Graspable,0.7121
Graspable,0.69870
Graspable,0.710832
Graspable,0.7451
Graspable,0.754908
Graspable,0.752
Graspable,0.75621
Graspable,0.75829
Graspable,0.779791
Graspable,0.76788
Graspable,0.7987692136
Graspable,0.73786765
Graspable,0.7436586282
Graspable,0.79702
Graspable,0.79786435
Graspable,0.79714
Graspable,0.7862
Graspable,0.7862742
Graspable,0.786272
Graspable,0.792136
Graspable,0.798469
Graspable,0.7995387
Graspable,0.792218
Graspable,0.7945562
Graspable,0.818216
Graspable,0.81283823
Graspable,0.8296
Graspable,0.829081737
Graspable,0.8265324
Graspable,0.8301965
Graspable,0.849846590
Graspable,0.878326478
Graspable,0.88245
Graspable,0.8893716
Graspable,0.8839465
Graspable,0.892867
Graspable,0.892771
Graspable,0.8927
Graspable,0.89867978
Graspable,0.8929
Graspable,0.90129863
Graspable,0.901237
Graspable,0.9092835
Graspable,0.944562893
Graspable,0.9421721
Graspable,0.914321936
Graspable,0.89764
Graspable,0.89865
Graspable,0.9423349304
Graspable,0.9243219364
Graspable,0.94332263
Graspable,0.9562297
Graspable,0.9325492363
Graspable,0.95642179
Graspable,0.959021698
Graspable,0.95897386
Graspable,0.9292387
Graspable,0.9340236
